subject,course,unit_number,unit_title,project_path,status
Física,02-mecanica-classica,041,Lançamento vertical no vácuo,fisica/cursos/02-mecanica-classica/curso_aluno/unidades/041-lancamento-vertical-no-vacuo.html,PENDENTE_VIDEO_DIRETO
Física,02-mecanica-classica,049,Deslocamento vetorial,fisica/cursos/02-mecanica-classica/curso_aluno/unidades/049-deslocamento-vetorial.html,PENDENTE_VIDEO_DIRETO
Física,02-mecanica-classica,065,"Sistema físico, objeto e modelo dinâmico",fisica/cursos/02-mecanica-classica/curso_aluno/unidades/065-sistema-fisico-objeto-e-modelo-dinamico.html,PENDENTE_VIDEO_DIRETO
Física,02-mecanica-classica,105,Curva inclinada e superelevação,fisica/cursos/02-mecanica-classica/curso_aluno/unidades/105-curva-inclinada-e-superelevacao.html,PENDENTE_VIDEO_DIRETO
Física,02-mecanica-classica,143,Balanço energético com trabalho externo,fisica/cursos/02-mecanica-classica/curso_aluno/unidades/143-balanco-energetico-com-trabalho-externo.html,PENDENTE_VIDEO_DIRETO
Física,02-mecanica-classica,153,Impulso de força constante,fisica/cursos/02-mecanica-classica/curso_aluno/unidades/153-impulso-de-forca-constante.html,PENDENTE_VIDEO_DIRETO
Física,02-mecanica-classica,154,Impulso de força variável pelo gráfico F×t,fisica/cursos/02-mecanica-classica/curso_aluno/unidades/154-impulso-de-forca-variavel-pelo-grafico-ft.html,PENDENTE_VIDEO_DIRETO
Física,02-mecanica-classica,155,Força média e impulso equivalente,fisica/cursos/02-mecanica-classica/curso_aluno/unidades/155-forca-media-e-impulso-equivalente.html,PENDENTE_VIDEO_DIRETO
Física,02-mecanica-classica,156,Componentes vetoriais do impulso,fisica/cursos/02-mecanica-classica/curso_aluno/unidades/156-componentes-vetoriais-do-impulso.html,PENDENTE_VIDEO_DIRETO
Física,02-mecanica-classica,160,Teorema do impulso para força variável,fisica/cursos/02-mecanica-classica/curso_aluno/unidades/160-teorema-do-impulso-para-forca-variavel.html,PENDENTE_VIDEO_DIRETO
Física,02-mecanica-classica,162,Forças internas e forças externas,fisica/cursos/02-mecanica-classica/curso_aluno/unidades/162-forcas-internas-e-forcas-externas.html,PENDENTE_VIDEO_DIRETO
Física,02-mecanica-classica,163,Impulso externo e variação do momento total,fisica/cursos/02-mecanica-classica/curso_aluno/unidades/163-impulso-externo-e-variacao-do-momento-total.html,PENDENTE_VIDEO_DIRETO
Física,02-mecanica-classica,165,Sistema isolado e sistema aproximadamente isolado,fisica/cursos/02-mecanica-classica/curso_aluno/unidades/165-sistema-isolado-e-sistema-aproximadamente-isolado.html,PENDENTE_VIDEO_DIRETO
Física,02-mecanica-classica,166,Recuo,fisica/cursos/02-mecanica-classica/curso_aluno/unidades/166-recuo.html,PENDENTE_VIDEO_DIRETO
Física,02-mecanica-classica,167,Explosões e separações internas,fisica/cursos/02-mecanica-classica/curso_aluno/unidades/167-explosoes-e-separacoes-internas.html,PENDENTE_VIDEO_DIRETO
Física,02-mecanica-classica,168,Conservação vetorial em duas dimensões,fisica/cursos/02-mecanica-classica/curso_aluno/unidades/168-conservacao-vetorial-em-duas-dimensoes.html,PENDENTE_VIDEO_DIRETO
Física,02-mecanica-classica,172,Colisão unidimensional,fisica/cursos/02-mecanica-classica/curso_aluno/unidades/172-colisao-unidimensional.html,PENDENTE_VIDEO_DIRETO
Física,02-mecanica-classica,173,Colisão bidimensional,fisica/cursos/02-mecanica-classica/curso_aluno/unidades/173-colisao-bidimensional.html,PENDENTE_VIDEO_DIRETO
Física,02-mecanica-classica,175,Colisão perfeitamente elástica,fisica/cursos/02-mecanica-classica/curso_aluno/unidades/175-colisao-perfeitamente-elastica.html,PENDENTE_VIDEO_DIRETO
Física,02-mecanica-classica,176,Colisão parcialmente elástica,fisica/cursos/02-mecanica-classica/curso_aluno/unidades/176-colisao-parcialmente-elastica.html,PENDENTE_VIDEO_DIRETO
Física,02-mecanica-classica,179,Coeficiente de restituição,fisica/cursos/02-mecanica-classica/curso_aluno/unidades/179-coeficiente-de-restituicao.html,PENDENTE_VIDEO_DIRETO
Física,02-mecanica-classica,181,Colisão elástica entre massas iguais,fisica/cursos/02-mecanica-classica/curso_aluno/unidades/181-colisao-elastica-entre-massas-iguais.html,PENDENTE_VIDEO_DIRETO
Física,02-mecanica-classica,182,Colisão oblíqua contra superfície,fisica/cursos/02-mecanica-classica/curso_aluno/unidades/182-colisao-obliqua-contra-superficie.html,PENDENTE_VIDEO_DIRETO
Física,02-mecanica-classica,185,Centro de massa no plano e no espaço,fisica/cursos/02-mecanica-classica/curso_aluno/unidades/185-centro-de-massa-no-plano-e-no-espaco.html,PENDENTE_VIDEO_DIRETO
Física,02-mecanica-classica,187,Velocidade do centro de massa,fisica/cursos/02-mecanica-classica/curso_aluno/unidades/187-velocidade-do-centro-de-massa.html,PENDENTE_VIDEO_DIRETO
Física,02-mecanica-classica,188,Momento total e velocidade do centro de massa,fisica/cursos/02-mecanica-classica/curso_aluno/unidades/188-momento-total-e-velocidade-do-centro-de-massa.html,PENDENTE_VIDEO_DIRETO
Física,02-mecanica-classica,189,Aceleração do centro de massa e força externa,fisica/cursos/02-mecanica-classica/curso_aluno/unidades/189-aceleracao-do-centro-de-massa-e-forca-externa.html,PENDENTE_VIDEO_DIRETO
Física,02-mecanica-classica,190,Movimento interno com centro de massa,fisica/cursos/02-mecanica-classica/curso_aluno/unidades/190-movimento-interno-com-centro-de-massa.html,PENDENTE_VIDEO_DIRETO
Física,02-mecanica-classica,193,Sistema Solar como sistema gravitacional,fisica/cursos/02-mecanica-classica/curso_aluno/unidades/193-sistema-solar-como-sistema-gravitacional.html,PENDENTE_VIDEO_DIRETO
Física,02-mecanica-classica,194,Escalas astronômicas e unidade astronômica,fisica/cursos/02-mecanica-classica/curso_aluno/unidades/194-escalas-astronomicas-e-unidade-astronomica.html,PENDENTE_VIDEO_DIRETO
Física,02-mecanica-classica,195,Rotação da Terra,fisica/cursos/02-mecanica-classica/curso_aluno/unidades/195-rotacao-da-terra.html,PENDENTE_VIDEO_DIRETO
Física,02-mecanica-classica,196,Translação da Terra,fisica/cursos/02-mecanica-classica/curso_aluno/unidades/196-translacao-da-terra.html,PENDENTE_VIDEO_DIRETO
Física,02-mecanica-classica,197,Modelos geocêntrico e heliocêntrico,fisica/cursos/02-mecanica-classica/curso_aluno/unidades/197-modelos-geocentrico-e-heliocentrico.html,PENDENTE_VIDEO_DIRETO
Física,02-mecanica-classica,198,Elipse e focos na descrição orbital,fisica/cursos/02-mecanica-classica/curso_aluno/unidades/198-elipse-e-focos-na-descricao-orbital.html,PENDENTE_VIDEO_DIRETO
Física,02-mecanica-classica,201,Velocidade orbital em órbita elíptica,fisica/cursos/02-mecanica-classica/curso_aluno/unidades/201-velocidade-orbital-em-orbita-eliptica.html,PENDENTE_VIDEO_DIRETO
Física,02-mecanica-classica,203,Comparação de períodos e raios orbitais,fisica/cursos/02-mecanica-classica/curso_aluno/unidades/203-comparacao-de-periodos-e-raios-orbitais.html,PENDENTE_VIDEO_DIRETO
Física,02-mecanica-classica,205,Interação gravitacional universal,fisica/cursos/02-mecanica-classica/curso_aluno/unidades/205-interacao-gravitacional-universal.html,PENDENTE_VIDEO_DIRETO
Física,02-mecanica-classica,206,Lei da Gravitação Universal,fisica/cursos/02-mecanica-classica/curso_aluno/unidades/206-lei-da-gravitacao-universal.html,PENDENTE_VIDEO_DIRETO
Física,02-mecanica-classica,207,Natureza vetorial e par ação–reação gravitacional,fisica/cursos/02-mecanica-classica/curso_aluno/unidades/207-natureza-vetorial-e-par-acaoreacao-gravitacional.html,PENDENTE_VIDEO_DIRETO
Física,02-mecanica-classica,208,Constante gravitacional G,fisica/cursos/02-mecanica-classica/curso_aluno/unidades/208-constante-gravitacional-g.html,PENDENTE_VIDEO_DIRETO
Física,02-mecanica-classica,209,Lei do inverso do quadrado,fisica/cursos/02-mecanica-classica/curso_aluno/unidades/209-lei-do-inverso-do-quadrado.html,PENDENTE_VIDEO_DIRETO
Física,02-mecanica-classica,210,Campo gravitacional,fisica/cursos/02-mecanica-classica/curso_aluno/unidades/210-campo-gravitacional.html,PENDENTE_VIDEO_DIRETO
Física,02-mecanica-classica,211,Campo de uma massa esférica e variação com a altitude,fisica/cursos/02-mecanica-classica/curso_aluno/unidades/211-campo-de-uma-massa-esferica-e-variacao-com-a-altitude.html,PENDENTE_VIDEO_DIRETO
Física,02-mecanica-classica,213,Aceleração centrípeta na rotação terrestre,fisica/cursos/02-mecanica-classica/curso_aluno/unidades/213-aceleracao-centripeta-na-rotacao-terrestre.html,PENDENTE_VIDEO_DIRETO
Física,02-mecanica-classica,214,Peso aparente e força normal,fisica/cursos/02-mecanica-classica/curso_aluno/unidades/214-peso-aparente-e-forca-normal.html,PENDENTE_VIDEO_DIRETO
Física,02-mecanica-classica,215,Efeito da latitude no peso aparente,fisica/cursos/02-mecanica-classica/curso_aluno/unidades/215-efeito-da-latitude-no-peso-aparente.html,PENDENTE_VIDEO_DIRETO
Física,02-mecanica-classica,216,"Equador, polos e ordem de grandeza do efeito rotacional",fisica/cursos/02-mecanica-classica/curso_aluno/unidades/216-equador-polos-e-ordem-de-grandeza-do-efeito-rotacional.html,PENDENTE_VIDEO_DIRETO
Física,02-mecanica-classica,217,Imponderabilidade e queda livre orbital,fisica/cursos/02-mecanica-classica/curso_aluno/unidades/217-imponderabilidade-e-queda-livre-orbital.html,PENDENTE_VIDEO_DIRETO
Física,02-mecanica-classica,218,Gravidade como resultante centrípeta em órbita circular,fisica/cursos/02-mecanica-classica/curso_aluno/unidades/218-gravidade-como-resultante-centripeta-em-orbita-circular.html,PENDENTE_VIDEO_DIRETO
Física,02-mecanica-classica,220,Período orbital circular,fisica/cursos/02-mecanica-classica/curso_aluno/unidades/220-periodo-orbital-circular.html,PENDENTE_VIDEO_DIRETO
Física,02-mecanica-classica,222,Órbitas rasantes e dependência com o raio,fisica/cursos/02-mecanica-classica/curso_aluno/unidades/222-orbitas-rasantes-e-dependencia-com-o-raio.html,PENDENTE_VIDEO_DIRETO
Física,02-mecanica-classica,223,Velocidade de escape,fisica/cursos/02-mecanica-classica/curso_aluno/unidades/223-velocidade-de-escape.html,PENDENTE_VIDEO_DIRETO
Física,02-mecanica-classica,225,Força gravitacional como força conservativa,fisica/cursos/02-mecanica-classica/curso_aluno/unidades/225-forca-gravitacional-como-forca-conservativa.html,PENDENTE_VIDEO_DIRETO
Física,02-mecanica-classica,226,Energia potencial gravitacional geral,fisica/cursos/02-mecanica-classica/curso_aluno/unidades/226-energia-potencial-gravitacional-geral.html,PENDENTE_VIDEO_DIRETO
Física,02-mecanica-classica,227,Referência de energia potencial no infinito,fisica/cursos/02-mecanica-classica/curso_aluno/unidades/227-referencia-de-energia-potencial-no-infinito.html,PENDENTE_VIDEO_DIRETO
Física,02-mecanica-classica,229,Energia mecânica de órbita circular,fisica/cursos/02-mecanica-classica/curso_aluno/unidades/229-energia-mecanica-de-orbita-circular.html,PENDENTE_VIDEO_DIRETO
Física,02-mecanica-classica,230,"Estados ligados, não ligados e critério de escape",fisica/cursos/02-mecanica-classica/curso_aluno/unidades/230-estados-ligados-nao-ligados-e-criterio-de-escape.html,PENDENTE_VIDEO_DIRETO
Física,02-mecanica-classica,233,Momento de inércia e distribuição de massa,fisica/cursos/02-mecanica-classica/curso_aluno/unidades/233-momento-de-inercia-e-distribuicao-de-massa.html,PENDENTE_VIDEO_DIRETO
Física,02-mecanica-classica,234,Segunda lei para rotação,fisica/cursos/02-mecanica-classica/curso_aluno/unidades/234-segunda-lei-para-rotacao.html,PENDENTE_VIDEO_DIRETO
Física,02-mecanica-classica,235,Energia cinética de rotação,fisica/cursos/02-mecanica-classica/curso_aluno/unidades/235-energia-cinetica-de-rotacao.html,PENDENTE_VIDEO_DIRETO
Física,02-mecanica-classica,236,Trabalho e potência na rotação,fisica/cursos/02-mecanica-classica/curso_aluno/unidades/236-trabalho-e-potencia-na-rotacao.html,PENDENTE_VIDEO_DIRETO
Física,02-mecanica-classica,237,Momento angular,fisica/cursos/02-mecanica-classica/curso_aluno/unidades/237-momento-angular.html,PENDENTE_VIDEO_DIRETO
Física,02-mecanica-classica,238,Conservação do momento angular,fisica/cursos/02-mecanica-classica/curso_aluno/unidades/238-conservacao-do-momento-angular.html,PENDENTE_VIDEO_DIRETO
Física,02-mecanica-classica,239,Rolamento sem deslizamento,fisica/cursos/02-mecanica-classica/curso_aluno/unidades/239-rolamento-sem-deslizamento.html,PENDENTE_VIDEO_DIRETO
Física,02-mecanica-classica,240,Equilíbrio rotacional de corpos extensos,fisica/cursos/02-mecanica-classica/curso_aluno/unidades/240-equilibrio-rotacional-de-corpos-extensos.html,PENDENTE_VIDEO_DIRETO
Física,02-mecanica-classica,241,Condições de equilíbrio translacional e rotacional,fisica/cursos/02-mecanica-classica/curso_aluno/unidades/241-condicoes-de-equilibrio-translacional-e-rotacional.html,PENDENTE_VIDEO_DIRETO
Física,02-mecanica-classica,242,Centro de gravidade e estabilidade,fisica/cursos/02-mecanica-classica/curso_aluno/unidades/242-centro-de-gravidade-e-estabilidade.html,PENDENTE_VIDEO_DIRETO
Física,02-mecanica-classica,243,Alavancas e vantagem mecânica,fisica/cursos/02-mecanica-classica/curso_aluno/unidades/243-alavancas-e-vantagem-mecanica.html,PENDENTE_VIDEO_DIRETO
Física,02-mecanica-classica,244,Treliças e decomposição de forças em equilíbrio,fisica/cursos/02-mecanica-classica/curso_aluno/unidades/244-trelicas-e-decomposicao-de-forcas-em-equilibrio.html,PENDENTE_VIDEO_DIRETO
Física,02-mecanica-classica,245,"Tensão, deformação e módulo de Young",fisica/cursos/02-mecanica-classica/curso_aluno/unidades/245-tensao-deformacao-e-modulo-de-young.html,PENDENTE_VIDEO_DIRETO
Física,02-mecanica-classica,246,Limite elástico e comportamento de materiais,fisica/cursos/02-mecanica-classica/curso_aluno/unidades/246-limite-elastico-e-comportamento-de-materiais.html,PENDENTE_VIDEO_DIRETO
Física,02-mecanica-classica,247,Massa específica e densidade relativa,fisica/cursos/02-mecanica-classica/curso_aluno/unidades/247-massa-especifica-e-densidade-relativa.html,PENDENTE_VIDEO_DIRETO
Física,02-mecanica-classica,248,Pressão em fluidos,fisica/cursos/02-mecanica-classica/curso_aluno/unidades/248-pressao-em-fluidos.html,PENDENTE_VIDEO_DIRETO
Física,02-mecanica-classica,250,Princípio de Pascal e prensa hidráulica,fisica/cursos/02-mecanica-classica/curso_aluno/unidades/250-principio-de-pascal-e-prensa-hidraulica.html,PENDENTE_VIDEO_DIRETO
Física,02-mecanica-classica,253,Vazão e equação da continuidade,fisica/cursos/02-mecanica-classica/curso_aluno/unidades/253-vazao-e-equacao-da-continuidade.html,PENDENTE_VIDEO_DIRETO
Física,02-mecanica-classica,254,Equação de Bernoulli e conservação de energia no escoamento,fisica/cursos/02-mecanica-classica/curso_aluno/unidades/254-equacao-de-bernoulli-e-conservacao-de-energia-no-escoamento.html,PENDENTE_VIDEO_DIRETO
Física,02-mecanica-classica,255,Teorema de Torricelli,fisica/cursos/02-mecanica-classica/curso_aluno/unidades/255-teorema-de-torricelli.html,PENDENTE_VIDEO_DIRETO
Física,02-mecanica-classica,256,"Viscosidade, regime laminar e turbulento",fisica/cursos/02-mecanica-classica/curso_aluno/unidades/256-viscosidade-regime-laminar-e-turbulento.html,PENDENTE_VIDEO_DIRETO
Física,02-mecanica-classica,257,Tensão superficial e capilaridade,fisica/cursos/02-mecanica-classica/curso_aluno/unidades/257-tensao-superficial-e-capilaridade.html,PENDENTE_VIDEO_DIRETO
Física,03-termologia-e-termodinamica,258,Equilíbrio térmico e Lei Zero da Termodinâmica,fisica/cursos/03-termologia-e-termodinamica/curso_aluno/unidades/258-equilibrio-termico-e-lei-zero-da-termodinamica.html,PENDENTE_VIDEO_DIRETO
Física,03-termologia-e-termodinamica,262,Termômetros e calibração,fisica/cursos/03-termologia-e-termodinamica/curso_aluno/unidades/262-termometros-e-calibracao.html,PENDENTE_VIDEO_DIRETO
Física,03-termologia-e-termodinamica,266,Dilatação de líquidos e recipientes,fisica/cursos/03-termologia-e-termodinamica/curso_aluno/unidades/266-dilatacao-de-liquidos-e-recipientes.html,PENDENTE_VIDEO_DIRETO
Física,03-termologia-e-termodinamica,267,Comportamento anômalo da água,fisica/cursos/03-termologia-e-termodinamica/curso_aluno/unidades/267-comportamento-anomalo-da-agua.html,PENDENTE_VIDEO_DIRETO
Física,03-termologia-e-termodinamica,268,"Calor, energia interna e transferência térmica",fisica/cursos/03-termologia-e-termodinamica/curso_aluno/unidades/268-calor-energia-interna-e-transferencia-termica.html,PENDENTE_VIDEO_DIRETO
Física,03-termologia-e-termodinamica,272,Equilíbrio térmico em misturas e calorímetros,fisica/cursos/03-termologia-e-termodinamica/curso_aluno/unidades/272-equilibrio-termico-em-misturas-e-calorimetros.html,PENDENTE_VIDEO_DIRETO
Física,03-termologia-e-termodinamica,273,Diagramas de fase e ponto triplo,fisica/cursos/03-termologia-e-termodinamica/curso_aluno/unidades/273-diagramas-de-fase-e-ponto-triplo.html,PENDENTE_VIDEO_DIRETO
Física,03-termologia-e-termodinamica,274,Curvas de aquecimento e resfriamento,fisica/cursos/03-termologia-e-termodinamica/curso_aluno/unidades/274-curvas-de-aquecimento-e-resfriamento.html,PENDENTE_VIDEO_DIRETO
Física,03-termologia-e-termodinamica,275,Condução térmica e lei de Fourier qualitativa,fisica/cursos/03-termologia-e-termodinamica/curso_aluno/unidades/275-conducao-termica-e-lei-de-fourier-qualitativa.html,PENDENTE_VIDEO_DIRETO
Física,03-termologia-e-termodinamica,278,"Emissividade, absorção e equilíbrio radiativo",fisica/cursos/03-termologia-e-termodinamica/curso_aluno/unidades/278-emissividade-absorcao-e-equilibrio-radiativo.html,PENDENTE_VIDEO_DIRETO
Física,03-termologia-e-termodinamica,279,Efeito estufa como balanço radiativo,fisica/cursos/03-termologia-e-termodinamica/curso_aluno/unidades/279-efeito-estufa-como-balanco-radiativo.html,PENDENTE_VIDEO_DIRETO
Física,03-termologia-e-termodinamica,280,"Variáveis de estado: pressão, volume e temperatura",fisica/cursos/03-termologia-e-termodinamica/curso_aluno/unidades/280-variaveis-de-estado-pressao-volume-e-temperatura.html,PENDENTE_VIDEO_DIRETO
Física,03-termologia-e-termodinamica,281,Transformações gasosas e leis empíricas,fisica/cursos/03-termologia-e-termodinamica/curso_aluno/unidades/281-transformacoes-gasosas-e-leis-empiricas.html,PENDENTE_VIDEO_DIRETO
Física,03-termologia-e-termodinamica,283,Mistura de gases e pressão parcial,fisica/cursos/03-termologia-e-termodinamica/curso_aluno/unidades/283-mistura-de-gases-e-pressao-parcial.html,PENDENTE_VIDEO_DIRETO
Física,03-termologia-e-termodinamica,284,Teoria cinética dos gases,fisica/cursos/03-termologia-e-termodinamica/curso_aluno/unidades/284-teoria-cinetica-dos-gases.html,PENDENTE_VIDEO_DIRETO
Física,03-termologia-e-termodinamica,285,Energia interna de gás ideal,fisica/cursos/03-termologia-e-termodinamica/curso_aluno/unidades/285-energia-interna-de-gas-ideal.html,PENDENTE_VIDEO_DIRETO
Física,03-termologia-e-termodinamica,286,Velocidade molecular e interpretação microscópica da temperatura,fisica/cursos/03-termologia-e-termodinamica/curso_aluno/unidades/286-velocidade-molecular-e-interpretacao-microscopica-da-temperatura.html,PENDENTE_VIDEO_DIRETO
Física,03-termologia-e-termodinamica,287,Trabalho em transformações gasosas e diagrama p×V,fisica/cursos/03-termologia-e-termodinamica/curso_aluno/unidades/287-trabalho-em-transformacoes-gasosas-e-diagrama-pv.html,PENDENTE_VIDEO_DIRETO
Física,03-termologia-e-termodinamica,288,Primeira Lei da Termodinâmica,fisica/cursos/03-termologia-e-termodinamica/curso_aluno/unidades/288-primeira-lei-da-termodinamica.html,PENDENTE_VIDEO_DIRETO
Física,03-termologia-e-termodinamica,292,Transformação adiabática,fisica/cursos/03-termologia-e-termodinamica/curso_aluno/unidades/292-transformacao-adiabatica.html,PENDENTE_VIDEO_DIRETO
Física,03-termologia-e-termodinamica,293,Transformações cíclicas e trabalho líquido,fisica/cursos/03-termologia-e-termodinamica/curso_aluno/unidades/293-transformacoes-ciclicas-e-trabalho-liquido.html,PENDENTE_VIDEO_DIRETO
Física,03-termologia-e-termodinamica,294,Irreversibilidade e sentido espontâneo dos processos,fisica/cursos/03-termologia-e-termodinamica/curso_aluno/unidades/294-irreversibilidade-e-sentido-espontaneo-dos-processos.html,PENDENTE_VIDEO_DIRETO
Física,03-termologia-e-termodinamica,297,Refrigeradores e coeficiente de performance,fisica/cursos/03-termologia-e-termodinamica/curso_aluno/unidades/297-refrigeradores-e-coeficiente-de-performance.html,PENDENTE_VIDEO_DIRETO
Física,03-termologia-e-termodinamica,298,Segunda Lei da Termodinâmica,fisica/cursos/03-termologia-e-termodinamica/curso_aluno/unidades/298-segunda-lei-da-termodinamica.html,PENDENTE_VIDEO_DIRETO
Física,03-termologia-e-termodinamica,299,Entropia em nível de Ensino Médio,fisica/cursos/03-termologia-e-termodinamica/curso_aluno/unidades/299-entropia-em-nivel-de-ensino-medio.html,PENDENTE_VIDEO_DIRETO
Física,03-termologia-e-termodinamica,300,Limites termodinâmicos de conversão de energia,fisica/cursos/03-termologia-e-termodinamica/curso_aluno/unidades/300-limites-termodinamicos-de-conversao-de-energia.html,PENDENTE_VIDEO_DIRETO
Física,04-oscilacoes-ondas-e-acustica,301,"Movimento periódico, período e frequência",fisica/cursos/04-oscilacoes-ondas-e-acustica/curso_aluno/unidades/301-movimento-periodico-periodo-e-frequencia.html,PENDENTE_VIDEO_DIRETO
Física,04-oscilacoes-ondas-e-acustica,302,Movimento Harmônico Simples,fisica/cursos/04-oscilacoes-ondas-e-acustica/curso_aluno/unidades/302-movimento-harmonico-simples.html,PENDENTE_VIDEO_DIRETO
Física,04-oscilacoes-ondas-e-acustica,303,Sistema massa–mola,fisica/cursos/04-oscilacoes-ondas-e-acustica/curso_aluno/unidades/303-sistema-massamola.html,PENDENTE_VIDEO_DIRETO
Física,04-oscilacoes-ondas-e-acustica,304,Pêndulo simples e aproximação de pequenos ângulos,fisica/cursos/04-oscilacoes-ondas-e-acustica/curso_aluno/unidades/304-pendulo-simples-e-aproximacao-de-pequenos-angulos.html,PENDENTE_VIDEO_DIRETO
Física,04-oscilacoes-ondas-e-acustica,305,Energia no MHS,fisica/cursos/04-oscilacoes-ondas-e-acustica/curso_aluno/unidades/305-energia-no-mhs.html,PENDENTE_VIDEO_DIRETO
Física,04-oscilacoes-ondas-e-acustica,306,Fase e representação senoidal,fisica/cursos/04-oscilacoes-ondas-e-acustica/curso_aluno/unidades/306-fase-e-representacao-senoidal.html,PENDENTE_VIDEO_DIRETO
Física,04-oscilacoes-ondas-e-acustica,307,Oscilações amortecidas e forçadas,fisica/cursos/04-oscilacoes-ondas-e-acustica/curso_aluno/unidades/307-oscilacoes-amortecidas-e-forcadas.html,PENDENTE_VIDEO_DIRETO
Física,04-oscilacoes-ondas-e-acustica,308,Ressonância,fisica/cursos/04-oscilacoes-ondas-e-acustica/curso_aluno/unidades/308-ressonancia.html,PENDENTE_VIDEO_DIRETO
Física,04-oscilacoes-ondas-e-acustica,309,Pulso e propagação de perturbações,fisica/cursos/04-oscilacoes-ondas-e-acustica/curso_aluno/unidades/309-pulso-e-propagacao-de-perturbacoes.html,PENDENTE_VIDEO_DIRETO
Física,04-oscilacoes-ondas-e-acustica,313,Princípio da superposição,fisica/cursos/04-oscilacoes-ondas-e-acustica/curso_aluno/unidades/313-principio-da-superposicao.html,PENDENTE_VIDEO_DIRETO
Física,04-oscilacoes-ondas-e-acustica,318,Ondas estacionárias,fisica/cursos/04-oscilacoes-ondas-e-acustica/curso_aluno/unidades/318-ondas-estacionarias.html,PENDENTE_VIDEO_DIRETO
Física,04-oscilacoes-ondas-e-acustica,319,Polarização de ondas transversais,fisica/cursos/04-oscilacoes-ondas-e-acustica/curso_aluno/unidades/319-polarizacao-de-ondas-transversais.html,PENDENTE_VIDEO_DIRETO
Física,04-oscilacoes-ondas-e-acustica,320,Dispersão e velocidade de fase,fisica/cursos/04-oscilacoes-ondas-e-acustica/curso_aluno/unidades/320-dispersao-e-velocidade-de-fase.html,PENDENTE_VIDEO_DIRETO
Física,04-oscilacoes-ondas-e-acustica,321,Som como onda mecânica longitudinal,fisica/cursos/04-oscilacoes-ondas-e-acustica/curso_aluno/unidades/321-som-como-onda-mecanica-longitudinal.html,PENDENTE_VIDEO_DIRETO
